Refcode;Metal;Density (kg/m3);ASA (m2/g);NASA (m2/g);linker SMILES;Largest Cavity Diameter;Pore Limiting Diameter;Largest Free Sphere
TIZVIH;Cu;0.735329;0.0;1710.58;N#Cc1cc(C)c(cc1C)C#N;4.94105;3.69754;4.92231
TOBHAT;Cu;2.47972;0.0;0.0;OP(=O)(c1ccc(cc1)P(=O)(O)O)O;2.32324;1.19996;2.32324
TOBJUR;Eu;1.2544;1192.37;0.0;OC(=O)c1ccc(cc1O)c1ccc(c(c1)O)C(=O)O;6.21001;5.42014;6.20202
TOBKAY;Gd;1.27518;1158.75;0.0;OC(=O)c1ccc(cc1O)c1ccc(c(c1)O)C(=O)O;6.10219;5.32314;6.09343
TOBSIO;Cd;1.692;0.0;0.0;OC(=O)c1cc(c(cc1C(=O)c1ccccc1)C(=O)O)C(=O)c1ccccc1;2.66525;1.46725;2.49041
TOFQEM;Cd;1.31853;653.041;0.0;OC(=O)c1ccncc1;4.70069;3.85298;4.69536
TOGCUN;;1.06573;0.0;182.691;C(Cn1cncc1)CCn1cncc1;4.69621;1.76891;4.16477
TOHJIL;U;2.69015;0.0;130.748;OP(=O)(CCP(=O)(O)O)O;4.95348;2.59113;4.95329
TOHQEO;Co;0.984353;1296.01;0.0;OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccncc1;5.89344;4.18847;5.89146
TOHRUF;Ni;2.09841;0.0;0.0;OC(=O)Cn1cnnn1;1.76539;1.21376;1.75722
TOHRUF01;Ni;2.09775;0.0;0.0;OC(=O)Cn1cnnn1;1.76918;1.22091;1.76147
TOHYIA;Eu;2.05731;0.0;0.0;OC(=O)c1cc(C(=O)O)c(nc1C)C;2.21719;1.12039;2.21719
TOHYOF;Cd;1.25515;0.0;814.599;OC(=O)CCn1c(=O)n(CCC(=O)O)c(=O)n(c1=O)CCC(=O)O;4.95921;3.31181;4.94339
TOHYUM;Zn;1.40227;0.0;253.554;OC(=O)c1cccc(c1)C(=O)O;4.43375;3.59812;4.43339
TOHZAS;Cd;1.35196;0.0;540.063;OC(=O)CCn1c(=O)n(CCC(=O)O)c(=O)n(c1=O)CCC(=O)O;5.28877;3.35307;5.2792
TOJGUW;La;2.16071;0.0;0.0;OC(=O)COc1cccc(c1)/C=C/C(=O)O;1.89463;0.95055;1.8894
TOKDON;Cd;1.25952;1149.27;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.68269;4.05077;5.58356
TOKGOQ;Cu;2.65068;0.0;0.0;OS(CCP(=O)(O)O)(O)O;2.55454;1.63113;2.55454
TOLPIU;Rb;2.48896;0.0;0.0;O=N(=O)c1nnn[nH]1;1.6326;0.70619;1.6326
TOLYID;;3.11579;0.0;0.0;OC(=O)c1cc[n+](cc1)[O-];1.95154;1.35884;1.69283
TONBII;Fe;1.60547;261.485;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;4.87462;4.60339;4.87462
TONBOO;Co;1.55188;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;2.93141;1.3996;2.45668
TONBUU;Ni;1.15588;995.475;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.52603;3.85788;5.48011
TONKEN;In;0.83873;2586.11;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;7.20706;6.43412;7.189
TORJAN;Tb;1.19222;732.696;0.0;OC(=O)c1ccc(c(c1)N(Cc1ccc(cc1)C(=O)O)Cc1ccc(cc1)C(=O)O)C(=O)O;5.40405;3.76891;5.31429
TORJER;Tb;1.23409;0.0;618.538;OC(=O)c1ccc(c(c1)N(Cc1ccc(cc1)C(=O)O)Cc1ccc(cc1)C(=O)O)C(=O)O;5.04936;3.66436;5.03861
TORJIV;Tb;1.21749;632.847;0.0;OC(=O)c1ccc(c(c1)N(Cc1ccc(cc1)C(=O)O)Cc1ccc(cc1)C(=O)O)C(=O)O;5.15558;3.7253;5.12715
TORJOB;Eu;1.17526;762.584;0.0;OC(=O)c1ccc(c(c1)N(Cc1ccc(cc1)C(=O)O)Cc1ccc(cc1)C(=O)O)C(=O)O;5.39941;3.77826;5.3887
TORJUH;Eu;1.1894;723.134;0.0;OC(=O)c1ccc(c(c1)N(Cc1ccc(cc1)C(=O)O)Cc1ccc(cc1)C(=O)O)C(=O)O;5.30819;3.79107;5.29793
TORKAO;Eu;1.21861;0.0;628.6;OC(=O)c1ccc(c(c1)N(Cc1ccc(cc1)C(=O)O)Cc1ccc(cc1)C(=O)O)C(=O)O;5.01927;3.66711;5.00825
TORPUN;Tb;1.28798;754.709;0.0;O=C(c1ccc(cc1)C(=O)O)c1cc(cc(c1)C(=O)c1ccc(cc1)C(=O)O)C(=O)c1ccc(cc1)C(=O)O;6.25528;5.34919;6.09597
TORXIJ;Cu;2.30462;0.0;0.0;c1nnn[nH]1;1.95669;0.88511;1.58971
TORXOP;Cu;2.38644;0.0;0.0;c1nnn[nH]1;1.87521;1.2102;1.87366
TORXOP01;Cu;2.36855;0.0;0.0;c1nnn[nH]1;1.91045;1.2005;1.91026
TOTVUV;Cd;2.74131;0.0;0.0;OC(=O)Cc1nnn[nH]1;3.13716;1.99278;2.64953
TOVJIZ;Fe;0.473604;4263.12;0.0;Oc1c(cc(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;12.61814;8.29375;12.60707
TOVJOF;Fe;0.526548;4360.01;0.0;CCCCCCOc1c(cc(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;10.22185;8.36781;10.2195
TOVKEW;Fe;0.584641;3348.19;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O;12.32696;8.94761;11.73163
TOVWAE;Cu;1.44462;0.0;0.0;OC(=O)c1cc(NNc2ccccc2)cc(c1)C(=O)O;3.56253;1.40996;3.56253
TOWLOI;Fe;1.40296;0.0;127.117;OC(=O)c1cccc(c1)C(=O)O;5.17624;2.79106;5.1655
TOWNAW;Fe;0.854637;1568.61;63.2271;OC(=O)c1ccc(cc1)NNc1ccc(cc1)C(=O)O;6.33911;2.43402;4.18111
TOWNEA;Fe;0.761806;2533.28;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;8.82467;7.78619;8.78087
TOWNOK;Fe;1.16016;0.0;973.172;OC(=O)c1ccc2c(c1)S(=O)(=O)c1c2ccc(c1)C(=O)O;6.93499;3.74262;6.93499
TOWPAY;0;0.967552;1089.02;515.166;OC(=O)c1cc(/N=N/c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;10.35538;5.51053;6.36211
TOXMUQ;Al;1.06186;1298.38;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;6.89787;6.74832;6.89787
TOXNAX;Al;1.06358;1269.49;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;6.98222;6.82555;6.98222
TOXNEB;Al;1.06887;1255.17;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;7.00089;6.86573;7.00089
TUCCIF;Ag;2.31383;0.0;0.0;OC(=O)c1ccc(cc1)CP(=O)(O)O;1.79107;1.23876;1.77484
TUDHUW;Zn;0.925408;0.0;1361.21;Cc1ncc[nH]1;11.39372;3.4045;11.39372
TUDJAE;Zn;0.90707;0.0;1439.39;Cc1ncc[nH]1;11.47105;3.53181;11.47105
TUDJEI;Zn;0.912872;0.0;1420.75;Cc1ncc[nH]1;11.44933;3.49879;11.44933
TUDJIM;Zn;0.926733;0.0;1377.59;Cc1ncc[nH]1;11.38928;3.41883;11.38928
TUDJOS;Zn;0.911589;1421.2;0.0;Cc1ncc[nH]1;11.48833;3.95007;11.48833
TUDJUY;Zn;0.91625;0.0;1413.08;Cc1ncc[nH]1;11.44809;3.4869;11.44809
TUDKAF;Zn;0.908073;0.0;1417.78;Cc1ncc[nH]1;11.48724;3.51553;11.48724
TUDKEJ;Zn;0.924363;0.0;1370.96;Cc1ncc[nH]1;11.40756;3.43345;11.40756
TUFPOB;Cu;2.07737;0.0;0.0;c1nnn[nH]1;1.62404;0.77134;1.62404
TULGIS;Ce;1.74697;0.0;0.0;O=C(c1ccccc1C(=O)O)c1ccc(cc1)C(=O)O;3.17099;1.40674;3.0102
TULGOY;Pr;1.75248;0.0;0.0;O=C(c1ccccc1C(=O)O)c1ccc(cc1)C(=O)O;3.03113;1.4243;2.97103
TULLIX;Cd;1.15071;1112.22;0.0;OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O;7.93799;7.23028;7.85613
TUMDAI;Zn;1.24564;0.0;421.712;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1ncccn1;4.50033;3.69451;4.50033
TUMDEM;Cd;1.31043;0.0;497.078;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1ncccn1;5.25507;3.1113;5.25507
TUMGUD;Eu;2.45114;0.0;0.0;OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O;2.451;0.82473;2.4497
TUMQID;Cu;1.19719;0.0;393.468;OC(=O)c1cc(cc(c1)n1cnnc1c1ccccn1)C(=O)O;4.78803;3.71858;4.78803
TUMRAW;Cu;1.28672;0.0;174.955;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1nccnc1;4.33484;3.3089;4.32725
TUMREA;Zn;1.27418;0.0;262.543;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1nccnc1;4.44212;3.35997;4.43668
TUMRIE;Cd;1.3408;0.0;485.176;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1nccnc1;4.83008;3.62775;4.83008
TUMROK;Co;1.23691;0.0;420.228;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1ncccn1;4.44242;3.69598;4.44242
TUMRUQ;Cu;1.24946;0.0;253.346;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1c1ncccn1;4.43288;3.27602;4.41951
TUPDEP;;1.31892;405.725;0.0;OC(=O)c1ccc(cc1)n1ncnc1;4.69017;4.29476;4.69017
TUPDIT;Cu;1.31666;420.122;0.0;OC(=O)c1ccc(cc1)n1ncnc1;4.83614;4.36197;4.83614
TUPDIT01;Cu;1.30952;409.147;0.0;OC(=O)c1ccc(cc1)n1ncnc1;4.83863;4.37825;4.82243
TUPDIT04;;1.30838;441.248;0.0;OC(=O)c1ccc(cc1)n1ncnc1;4.83008;4.38954;4.83008
TUPDOZ;;1.30126;432.52;0.0;OC(=O)c1ccc(cc1)n1ncnc1;4.91283;4.45295;4.91054
TUTGUL;Mn;1.32212;0.0;191.333;OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O;4.79315;1.14238;4.79315
TUTHOG;Mn;1.26833;0.0;304.783;OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O;5.06897;1.61124;5.06897
TUTHUM;Mn;1.32665;0.0;90.1113;OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O;4.87548;0.96094;4.86921
TUTJAU;Mn;1.11947;0.0;875.545;OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O;6.52747;3.62095;6.51822
TUTQOP;Pb;3.35561;0.0;0.0;OC(=O)c1ccncc1;2.37149;1.84978;2.36815
TUXNEF;Ni;1.59573;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;2.52035;1.48855;2.25353
UBIBUF;0;0.813927;1356.25;810.916;OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;11.65323;3.80861;11.22045
UBIPAY;Mn;1.27996;489.03;0.0;OC(=O)c1cc(cc(c1)C(=O)O)[C@@H]1[C@H](c2ccncc2)[C@H]([C@H]1c1ccncc1)c1cc(cc(c1)C(=O)O)C(=O)O;4.38835;3.9606;4.38835
UBUBIF;Ag;1.58845;0.0;42.5244;N#Cc1ccncc1;4.44427;3.1461;4.44425
UBUMOW;Ag;1.51111;0.0;28.5824;S=c1n(CCCCn2ccn(c2=S)C)ccn1C;4.07989;1.68842;3.33433
UCABAE;Cd;1.09568;436.44;373.057;N1=CNN(C1)c1ccc(cc1)/C(=C(\c1ccc(cc1)N1NC=NC1)/c1ccc(cc1)N1NC=NC1)/c1ccc(cc1)N1NC=NC1;5.42772;4.56824;5.1729
UCEXAC;Tb;1.67642;0.0;248.59;OC(=O)c1ccc(cc1)C(=O)O;5.21548;1.93598;5.21548
UCEXIK;Ho;1.70605;0.0;210.223;OC(=O)c1ccc(cc1)C(=O)O;5.21716;1.93162;5.21716
UCEXOQ;Er;1.72711;0.0;241.951;OC(=O)c1ccc(cc1)C(=O)O;5.17855;1.91515;5.17855
UCUHIM;Cd;1.12895;982.616;0.0;O=C(c1n[nH]c(c1)C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O;6.27374;4.73178;6.26568
UCUPEN;Co;2.15747;0.0;0.0;OC(=O)CCC(=O)O;2.7307;0.97607;2.71292
UDANEV;In;0.87605;2122.49;0.0;OC(=O)C1=NC=N[C@@H]1C(=O)O;11.61707;9.79492;11.61707
UDEGIW;Cu;1.26119;0.0;427.652;OC(=O)c1cc(cc(c1)c1ccnc2c1cccc2)C(=O)O;4.92586;2.4488;4.87318
UDIBOA;Bi;3.19709;0.0;0.0;OC(=O)c1cc(ccc1C(=O)O)C(=O)O;1.69733;1.07789;1.69733
UDIDAO;Co;1.93595;0.0;10.9633;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;4.26546;1.88728;4.08938
UDITEJ;Zn;1.71901;0.0;0.0;OC(=O)c1ccc(cc1)Oc1cncc(c1)C(=O)O;3.12003;2.23634;3.11948
UDIWOW;Ho;1.13306;1126.78;0.0;COc1cc(ccc1OP1(Oc2ccc(cc2OC)C(=O)O)NP(Oc2ccc(cc2OC)C(=O)O)(Oc2ccc(cc2OC)C(=O)O)NP(N1)(Oc1ccc(cc1OC)C(=O)O)Oc1ccc(cc1OC)C(=O)O)C(=O)O;10.97928;8.61726;10.97928
UDIWUC;Ho;1.84622;0.0;143.464;Brc1cc(ccc1OP1(Oc2ccc(cc2Br)C(=O)O)NP(Oc2ccc(cc2Br)C(=O)O)(Oc2ccc(cc2Br)C(=O)O)NP(N1)(Oc1ccc(cc1Br)C(=O)O)Oc1ccc(cc1Br)C(=O)O)C(=O)O;4.96269;3.09147;4.95709
UDONIN;Zn;1.22761;0.0;627.761;OCc1ccc(cn1)c1ccc(cc1)C(=O)O;6.0392;3.46562;6.0392
UDOQIQ;Ce;2.29801;0.0;0.0;OC(=O)c1cc(nc(c1)C(=O)O)C(=O)O;3.46439;1.00987;3.41109
UDOVUG;Zn;1.16526;1342.0;2.87928;OC(=O)c1cccc(c1)P(=O)(O)O;6.84998;6.23273;6.84998
UDUMIP;Ag;2.80565;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.06917;0.73524;1.46506
UDUMIP02;Ag;2.85633;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.03101;0.68399;2.03101
UDUMIP03;Ag;2.86561;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.01566;0.70617;1.41686
UFAMEW;Zn;1.24202;0.0;457.988;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;4.85854;2.44776;4.8472
UFAMIA;Zn;0.989675;1519.86;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;10.18591;3.83748;9.43889
UFAMUM;Zn;0.991018;1499.56;47.6024;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;5.82647;3.91427;5.82647
UFAQEA;Cd;1.16566;822.981;0.0;CC(C[C@@H](C(=O)O)NCc1ccncc1)C;7.35685;7.18404;7.35685
UFARAX;Zn;1.49781;0.0;0.0;CC(C[C@@H](C(=O)O)NCc1ccncc1)C;3.37405;2.59394;3.32265
UFARUP;Cd;2.41043;0.0;0.0;OC(=O)c1[nH]cnc1C(=O)O;3.08061;1.33537;3.04661
UFATEA;Ni;1.70338;0.0;0.0;OC(=O)c1ccncc1;2.85438;1.18389;2.83889
UFATEA01;Ni;1.22032;567.77;0.0;OC(=O)c1ccncc1;5.37516;4.09815;5.35189
UFETAB;Ag;2.57811;0.0;0.0;OC(=O)Cn1cncn1;1.95673;0.82808;1.95673
UFEVIL;Cd;1.34262;0.0;0.0;c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1;3.43733;2.21633;3.42827
UFEWIO;Fe;1.935;0.0;0.0;Nc1cc(C(=O)O)c(c(c1)C(=O)O)C(=O)O;2.64406;1.27601;2.64406
UFIREI;Zn;1.2922;1179.24;0.0;Cc1c(c2cc(cc(c2)c2ccc(cc2)C(=O)O)c2ccc(cc2)C(=O)O)c(C)c(c(c1c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)C)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;10.66088;4.04035;10.66088
UFIRIM;Pb;0.96389;1942.29;0.0;Cc1c(c2cc(cc(c2)c2ccc(cc2)C(=O)O)c2ccc(cc2)C(=O)O)c(C)c(c(c1c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)C)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;8.93122;6.08779;8.92665
UFITEJ;Fe;1.50236;0.0;138.892;OC(=O)C(=O)O;4.28866;3.3328;4.28865
UFIYIR;In;2.52346;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;1.95531;1.03122;1.91823
UFOBAV;Fe;1.69201;167.983;0.0;c1cnn[nH]1;5.08875;3.74077;5.08875
UFOBEZ;Fe;1.71862;0.0;86.2986;c1cnn[nH]1;4.79365;3.57468;4.79365
UFOFUT;0;0.679457;3174.14;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O;9.46777;7.34413;9.45312
UFORIT;Zr;0.381322;4151.02;0.0;OC(=O)c1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)C(=O)O)cc(c1)C#Cc1ccc(cc1)C(=O)O;29.9441;14.42104;29.94111
UFUKUB01;Co;1.96929;0.0;0.0;Nc1cc(cc(c1)C(=O)O)C(=O)O;2.00937;1.19827;2.00824
UFUKUB02;Co;1.95118;0.0;0.0;Nc1cc(cc(c1)C(=O)O)C(=O)O;1.9337;1.32922;1.93053
UFUKUB03;Co;1.94076;0.0;0.0;Nc1cc(cc(c1)C(=O)O)C(=O)O;1.8919;1.32248;1.89178
UFUMUD;Cu;1.50619;0.0;60.6383;OC(=O)c1ccncc1;4.22905;3.26206;3.8838
UFUMUD01;Cu;1.51515;0.0;52.9881;OC(=O)c1ccncc1;4.2188;3.1452;4.18845
UFUMUD02;Cu;1.50817;0.0;68.1259;OC(=O)c1ccncc1;4.23074;3.1972;4.19726
UFUNAK;Cu;1.54075;0.0;28.4502;OC(=O)c1ccncc1;4.14505;2.89452;4.14051
UFUROF;Cu;1.05793;631.392;0.0;n1ccc(cc1)CCc1ccncc1;4.94545;4.85538;4.93608
UGECEO;Co;2.76683;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.96118;0.82419;1.96118
UGECEO01;Co;2.77745;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.83994;0.80456;1.79578
UGECEO03;Co;2.77725;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;1.88444;0.80631;1.88049
UGEPEB;Cu;1.8709;0.0;0.0;OC(=O)c1ccncc1;3.58272;2.98165;3.33872
UGEPEB01;Cu;1.84538;0.0;0.0;OC(=O)c1ccncc1;3.67206;2.96737;3.51757
UGIGEY;Mn;1.50011;0.0;0.0;Oc1cccc(c1)c1nc(c([nH]1)C(=O)O)C(=O)O;3.75232;2.38727;3.75232
UGOSOY;Cu;0.880974;1324.27;400.507;n1ccc(cc1)c1nnc(o1)c1ccncc1;6.79374;4.83885;6.31675
UGOYEU;Ni;1.40332;0.0;1.87037;CCO[P@](=O)(c1ccc(cc1)/C=C/c1cccnc1)O;3.79848;2.26307;3.79848
UGUKEN;Ag;2.05242;0.0;16.028;OC(=O)c1cc[n+](cc1)[O-];4.12025;2.08533;3.58552
UGUKUD;Zn;2.4929;0.0;0.0;OC(=O)c1ccc(cc1)P(=O)(O)O;2.02855;1.27018;2.01974
UGUNOZ;Na;1.77865;0.0;0.0;Oc1ccc(c2c1nccc2)S(O)(O)O;1.63389;0.74158;1.63389
UGUQOC;Zn;1.07124;1379.51;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;6.31745;6.07206;6.29399
UGUXAV;Cd;1.39757;0.0;26.3916;OC(=O)CCC(=O)O;4.02254;3.27151;4.02254
UGUXUP;Cd;3.18737;0.0;0.0;OC(=O)CCC(=O)O;1.72479;0.89783;1.69776
UGUXUP01;Cd;3.23427;0.0;0.0;OC(=O)CCC(=O)O;1.70017;0.88536;1.40132
UHEBOA;Pb;1.90306;0.0;129.475;OC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)O;6.25683;2.01161;6.25229
UHISEK;Eu;1.89246;0.0;60.8013;OC(=O)c1cccc(c1)C(=O)O;4.62036;2.94968;4.54474
UHISIO;La;2.69771;0.0;0.0;OC(=O)c1ccc(cn1)C(=O)O;1.60739;1.19808;1.60449
UHISOU;Mg;1.5304;0.0;0.0;OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O;3.44411;1.58895;3.44411
UHOYIZ;Cd;3.15673;0.0;0.0;NCCCN;2.6309;1.60728;2.6309
UHUXIG;Cd;1.96295;0.0;0.0;OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O;2.59011;1.32254;2.58236
UHUXOM;Na;1.50409;0.0;0.0;OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O;2.12929;1.21877;2.12892
UJAQAY;Mn;1.51073;0.0;3.15359;OC(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;3.84586;1.70366;3.84586
UJAQEC;Co;1.25808;0.0;362.919;OC(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;4.46949;3.52063;4.45608
UJAQOM;Cd;1.22055;0.0;410.23;OC(=O)c1cc(OCCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;4.78215;3.56315;4.78215
UJAQUS;Zn;1.40945;0.0;122.596;OC(=O)c1cc(OCCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;4.64368;1.59018;4.15707
UJARAZ;Ni;1.15278;1056.85;0.708212;OC(=O)c1cc(OCCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;6.1103;4.73885;6.1103
UJARED;Ag;2.30398;0.0;0.0;OC(=O)c1cc(OCCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;2.58774;0.92867;2.58774
UJATEF;Dy;1.81481;0.0;0.0;OC(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;3.67991;2.06879;3.51613
UJATIJ;Eu;1.76499;0.0;0.0;OC(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;3.71885;2.07073;3.68668
UJEFOE01;Yb;1.9948;0.0;0.0;OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O;3.09153;1.61184;3.09153
UKALAV;Cu;1.17915;0.0;553.758;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1C;5.58201;2.81301;5.55758
UKALEZ;Zn;1.18033;0.0;570.848;OC(=O)c1cc(cc(c1)C(=O)O)n1c(C)nnc1C;5.63521;2.70972;5.63521
UKALID;Cu;1.23626;0.0;414.889;CCc1nnc(n1c1cc(cc(c1)C(=O)O)C(=O)O)C;5.13922;2.79472;5.02471
UKALOJ;Zn;1.22282;0.0;432.903;CCc1nnc(n1c1cc(cc(c1)C(=O)O)C(=O)O)C;5.22491;2.78759;5.11759
UKALUP;Cu;1.27715;0.0;270.033;CCc1nnc(n1c1cc(cc(c1)C(=O)O)C(=O)O)CC;5.04044;2.23381;5.04044
UKAPUS;Nd;1.28774;0.0;676.235;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.21732;3.60807;6.21572
UKAQAZ;Sm;1.30549;0.0;668.085;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.26189;3.65214;6.17498
UKAQED;Eu;1.31899;0.0;671.529;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.23296;3.56842;6.23296
UKAQIH;Gd;1.31973;0.0;643.582;OC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O;6.26731;3.64458;6.26731
UKEVIR;Cu;1.02785;950.464;27.9958;O=C(c1ccc(cc1)c1ccncc1)CC(=O)C(F)(F)F;11.40347;10.45852;11.40347
UKEXEP;Cd;1.65808;0.0;91.1334;OC(=O)c1cc(C(=O)O)c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)O)C(=O)O;4.56996;2.74721;4.53508
UKIBIB;Zr;0.429891;4227.39;0.0;OC(=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)C(=O)O;18.78161;10.32446;18.78161
UKIBUN;Hf;0.712953;1648.78;82.0419;OC(=O)c1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccc(cc1)C(=O)O;19.36968;13.79843;19.36274
UKOYID;Cd;3.16696;0.0;0.0;Nc1nnn[nH]1;2.32633;1.81933;2.32245
UKUPEX;Mn;1.43924;0.0;0.0;OC(=O)c1ccc2c(c1)c(O)c1c(c2O)cc(cc1)C(=O)O;3.36472;1.75344;3.36472
ULISOZ;Zn;1.14323;1127.83;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.51796;4.57602;6.50954
ULUVUT;Zn;1.14922;1251.23;0.0;Nc1nnn[nH]1;5.12732;4.77135;5.1266
UMABIV;Cd;1.32772;0.0;546.285;OC(=O)c1ccncc1;5.13639;3.84672;5.12121
UMAQAC;Cd;1.47308;336.697;0.0;OC(=O)c1ccncc1;4.71055;4.63526;4.70699
UMAROR;Ag;2.31198;0.0;0.0;OC(=O)c1cc(c2ccc(cc2)C(=O)O)c(cc1c1ccc(cc1)C(=O)O)C(=O)O;2.17897;1.08669;2.17897
UMAWUB;Zn;2.20211;0.0;0.0;OC(=O)[C@@H]1C[C@H](C(=O)O)[C@H](C[C@@H]1C(=O)O)C(=O)O;2.06139;1.01445;2.06127
UMELUU;Cd;2.59574;0.0;0.0;OC(=O)c1nnn[nH]1;2.99105;1.91428;2.90544
