Refcode;Metal;Density (kg/m3);ASA (m2/g);NASA (m2/g);linker SMILES;Largest Cavity Diameter;Pore Limiting Diameter;Largest Free Sphere
FOKWOT;Cd;1.8254;0.0;0.0;OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O;2.83805;1.58078;2.83805
FOKWUZ;Cd;1.83066;0.0;0.0;OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O;3.54266;1.75686;3.50645
FOKYIP;Nd;1.67641;0.0;0.0;OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O;3.68722;2.75757;3.68722
FOKZIQ;Cd;2.14577;0.0;0.0;OC(=O)CN(c1cc(cc(c1)C(=O)O)C(=O)O)CC(=O)O;2.68124;1.79045;2.67781
FOMDAO;Pb;2.49323;0.0;0.0;OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O;1.70144;1.10767;1.66609
FOMDAO01;Pb;2.5445;0.0;0.0;OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O;1.6665;1.05417;1.62956
FOMWOV;Zn;0.990309;1614.11;0.0;OC(=O)c1cc(cc(c1)C(=O)O)n1c(=O)c2ccc3c4c2c(c1=O)ccc4c(=O)n(c3=O)c1cc(cc(c1)C(=O)O)C(=O)O;7.41662;4.5384;7.41662
FONKEA;Cd;1.82693;200.664;0.0;OC(=O)c1ccc(cc1c1ccc(cc1)C(=O)O)C(=O)O;4.68396;3.93383;4.68242
FONPUV;Zn;1.607;428.596;0.0;OC(=O)c1ccc(cc1c1ccc(cc1)C(=O)O)C(=O)O;5.6211;5.0791;5.47689
FOQQUY01;Cd;2.05903;0.0;0.0;OC(=O)c1cnccn1;1.73405;0.99814;1.72493
FORWUF;Fe;1.92912;0.0;0.0;OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O;2.36156;1.43782;2.35213
FORWUF01;Fe;1.92156;0.0;0.0;OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O;2.38829;1.47428;2.37587
FOTPEJ;Cd;1.8496;0.0;0.0;Fc1ccc(cc1)S;2.91448;1.63162;2.91448
FUBNOH;Zn;1.32608;0.0;284.604;OC(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)O;4.83689;3.54573;4.83689
FUBTUT;Co;1.16534;0.0;493.336;OC(=O)c1cc(cc(c1)C(=O)O)c1cncnc1;4.3692;3.24837;4.36596
FUDGES;Zn;1.14038;0.0;769.811;OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;5.68041;3.68382;5.59038
FUDGIW;Zn;1.9771;0.0;0.0;OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;2.76586;2.15495;2.76586
FUDGOC;In;0.788793;2832.95;0.0;OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;7.99676;6.51336;7.99676
FUDHAP;Co;1.13956;557.996;0.0;OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;5.04191;3.98093;4.7548
FUDHET;Co;1.13049;0.0;818.076;OC(=O)c1cc(Oc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O;6.60589;3.65445;6.4487
FUFRII;Cd;2.22905;0.0;0.0;OC(=O)C1=NC(=N[C@@H]1C(=O)O)c1ccncc1;2.28895;1.08029;2.2759
FUFVEJ;Cu;0.593695;4881.35;0.0;n1ccc(cc1)c1ccncc1;6.75584;5.4548;6.73093
FUGWUB;Zn;2.05185;0.0;0.0;OC(=O)COc1c(OCC(=O)O)cc(cc1OCC(=O)O)C(=O)O;2.91846;0.92928;2.85677
FUGXAI;Zn;2.27791;0.0;0.0;OC(=O)COc1c(OCC(=O)O)cc(cc1OCC(=O)O)C(=O)O;2.30805;0.93475;2.30805
FULQUZ;La;1.79763;0.0;31.13;OC(=O)c1ccc(s1)C(=O)O;4.14211;1.97137;4.14076
FUMJAA;Cd;1.19325;1331.69;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.17852;5.2041;6.17852
FUMJAZ;Co;1.39643;0.0;0.0;OC(=O)c1cccc(c1)c1ccncc1;3.60182;1.54354;2.95386
FUMJAZ01;Co;1.40081;0.0;0.0;OC(=O)c1cccc(c1)c1ccncc1;3.61697;1.56666;2.99439
FUQCIF;Eu;2.40316;0.0;0.0;OC(=O)/C=C/C(=O)O;2.72486;1.13401;2.7164
FUQJUX;;0.71828;2713.59;0.0;n1ccc(cc1)c1nnn[nH]1;12.70126;8.47534;12.70126
FUQMIP;Na;1.59545;0.0;0.0;O=C(c1cc(ccc1O)S(O)(O)O)NN=C(C)C;1.9216;1.21119;1.89003
FUSGOR;Co;1.63733;0.0;112.653;OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O;4.45942;2.91939;4.45942
FUTCAZ;Mn;1.42402;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;2.97877;1.61665;2.97877
FUTDII;Fe;3.74697;436.63;0.0;OC(=O)c1cc(cc(c1)C(=O)O)c1c2ccccc2c(c2c1cccc2)c1cc(cc(c1)C(=O)O)C(=O)O;9.60274;4.96525;9.55659
FUTYEA;Zn;1.0369;1578.9;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.60643;4.51803;5.59058
FUTYOK;Zn;1.02626;1517.99;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.0154;4.82285;5.99433
FUTZAX;Zn;0.956816;1834.5;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;6.70042;6.11185;6.67865
FUTZEB;Zn;1.0782;1508.02;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.24587;4.08263;5.23555
FUTZOL;Zn;0.891296;1700.01;63.5875;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;9.30232;6.36524;9.25977
FUVBAB;Zn;1.02127;1574.49;12.3481;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;5.41797;4.41204;5.39267
FUVYEB01;Ag;2.25317;0.0;0.0;Nc1cccc(c1)c1nnn[nH]1;2.00324;1.34436;2.00324
FUWFIO;Cd;1.10811;1416.69;0.0;n1ccc(cc1)c1nnn[nH]1;7.45171;4.81461;7.05573
FUWFOU;Cd;1.34592;0.0;691.166;n1ccc(cc1)c1nnn[nH]1;7.07239;3.01418;7.00181
FUZPUN;Ni;1.02013;0.0;484.897;NNC(=O)c1cccnc1;4.74703;3.54387;4.71052
GACTIQ;Na;1.65132;0.0;0.0;OS(c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)S(O)(O)O)(O)O;1.7389;1.08466;1.7389
GACVIS;Ni;1.2141;964.433;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;7.02111;4.80739;7.02111
GADROU;Zn;1.76044;0.0;0.0;S=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O;2.05354;1.30356;1.84108
GAFBEX;Nd;2.35024;0.0;0.0;OC(=O)c1c(C(=O)O)c(C(=O)O)c(c(c1C(=O)O)C(=O)O)C(=O)O;2.31205;0.92352;2.25751
GAFRAI;Pb;3.48534;0.0;0.0;OC(=O)COCC(=O)O;2.80229;1.051;2.04584
GAFRAI01;Pb;3.4881;0.0;0.0;OC(=O)COCC(=O)O;2.79494;1.04605;2.05674
GAFREN;Pb;2.89426;0.0;0.0;OC(=O)c1ccc(cc1)C(=O)O;2.3248;1.22818;2.30803
GAFXIV;Y;2.07237;0.0;0.0;OC(=O)CCC(=O)O;2.90622;1.59383;2.90622
GAFXOB;La;2.25;0.0;0.0;OC(=O)CCC(=O)O;3.02388;1.64061;3.01308
GAGDAW;Zn;1.79152;0.0;0.0;OC(=O)c1cc(OCc2ccncc2)cc(c1)C(=O)O;2.39236;1.3772;2.39236
GAGSUF;0;1.6487;863.434;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;11.05647;10.1829;11.05647
GAGTOA;Th;3.85787;0.0;10.0819;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;4.25739;0.78128;4.13561
GAGTUG;Th;3.12835;0.0;0.0;OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O;1.78879;0.86273;1.78879
GAGWOB;Co;1.93962;0.0;0.0;OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O;1.64556;0.88494;1.56513
GAGWUH01;0;1.66657;0.0;0.0;OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O;2.47075;1.90404;2.46949
GAGWUH02;;1.67558;0.0;0.0;OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O;2.43847;1.89453;2.4376
GAGXAP;Ni;1.57815;0.0;1.70134;OC(=O)CN(c1ccc(cc1)C(=O)O)CC(=O)O;3.93609;2.51377;3.79114
GAHROZ;Ag;1.25915;0.0;452.068;n1ccc(cc1)Cn1cncn1;6.03357;3.69573;6.03357
GAJTOC;Gd;1.72717;0.0;68.8322;OC(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)O;4.47533;1.88274;4.47533
GAJTUI;Tb;1.73084;0.0;70.8729;OC(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)O;4.48934;2.36282;4.48934
GAJVAQ;Er;1.77131;0.0;67.7748;OC(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)O;4.42043;2.30303;4.41175
GAJVEU;Zn;0.962773;1936.41;0.0;OC(=O)c1ccc(cc1)C(=O)O;6.9598;4.80479;6.75031
GAJVIY;Zn;0.955059;1467.47;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;6.7347;4.97942;6.54536
GAKXUN;Cd;2.13069;0.0;0.0;OC(=O)c1ccc(cc1)n1cncc1;1.70549;0.98222;1.5614
GALBUS;Ni;0.958332;1396.3;0.0;OC(=O)c1ccc(nc1)c1ccncc1;9.0657;6.25208;7.86454
GALCAZ;Zn;1.17522;870.193;0.0;OC(=O)c1ccc(nc1)c1ccncc1;7.49366;6.97186;7.47755
GALCED;Cd;1.20511;910.008;0.0;OC(=O)c1ccc(nc1)c1ccncc1;7.33252;5.36501;7.33191
GALHOS;In;0.416726;6011.18;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;9.92576;4.7234;9.92576
GALHUY;In;0.424147;5917.1;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;9.77543;4.70156;9.77471
GALJAG;In;0.8258;2462.47;0.0;OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O;7.13587;6.98688;7.13338
GALLEM;Cd;2.37275;0.0;0.0;OC(=O)c1[nH]c(nc1C(=O)O)c1ccncc1;2.60746;1.65039;2.60746
GAMFEG;Zn;1.9428;0.0;0.0;OC(=O)c1cccc(c1)c1nnn[nH]1;2.85965;1.48356;2.85942
GAMFEI;Cu;1.13363;1165.43;0.0;O=c1c2ccc3c4c2c(c(=O)n1c1c(C)n[nH]c1C)ccc4c(=O)n(c3=O)c1c(C)n[nH]c1C;7.53059;4.20216;7.34521
